patient_id,name,nhs_number,dob,age,gender,ward,bay,bed,hospital_site,consultant,registrar,team,specialty,admission_date,admission_reason,days_in,patient_class,priority,escalation_flag,dnacpr,isolation,vte_status,dw_diet,dw_activity,dw_vitals,dw_investigations,dw_drains,dw_wounds,dw_examination,dw_nursing,dw_drugs,dw_barriers,obs_hr,obs_hr_flag,obs_bp,obs_bp_flag,obs_temp,obs_temp_flag,obs_o2,obs_o2_flag,obs_rr,obs_rr_flag,news_score,medications,allergies,antibiotics,abx_day,abx_review,bloods,imaging,ecg,microbiology,social_situation,mobility,discharge_plan,expected_discharge,ttl_written,procedures,operation_date,post_op_day,case_classification,alerts,tags,status,created_at,last_updated,updated_by
KCH0041,Mrs Sandra Mensah,568 346 4524,13/09/1987,39 yrs,Female,CCU,Bay 4,Bed C,King's College Hospital,Dr Martinez,Dr Thomas Evans,Medicine,Medicine,03/02/2026,AKI on CKD,14,Inpatient,amber,amber,Yes,Droplet,Mechanical — TED stockings only,NBM — return to theatre possible,"Mobilising with zimmer frame, physio BD",HR 84 | BP 116/83 | Temp 37.5°C | O2 96% | RR 18 | NEWS 2,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,No lines in situ.,Sternal wound — staple line intact. Clean and dry.,Chest clear. Mild abdominal tenderness — expected post-op.,Family very anxious — need update today,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Complex social situation — POC to arrange,84,ok,116/83,ok,37.5,ok,96%,ok,18,ok,2,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Sulphonamides — rash,Metronidazole 500mg TDS IV,1,22/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"CXR: cardiomegaly, upper lobe diversion",AF with fast ventricular response — rate controlled,,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Mobilising with crutches NWB,Awaiting cardiology outpatient slot before discharge.,02/03/2026,Complete,AKI on CKD,,,P4 - Elective,AMBER — antibiotic review due. Cultures pending. Micro input requested.,MEDICINE|MONITOR|DNACPR|DROPLET,Active,2026-02-17T13:38:03.425136,2026-02-17T13:38:03.425136,system
KCH0042,Mr Robert Williams,923 585 9508,23/06/1981,45 yrs,Male,Ward 6C,Bay 3,Bed C,King's College Hospital,Ms Osei,Dr Helen Gupta,Urology,Urology,24/01/2026,Transurethral resection prostate (TURP),24,Surgery Admit,green,None,No,MRSA,Apixaban 2.5mg BD,Free fluids — progressing well,"Fully mobile, no restrictions",HR 78 | BP 120/81 | Temp 37.2°C | O2 100% | RR 15 | NEWS 2,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,PICC line in situ. Arterial line R radial.,Port sites clean. Day 2 post-op. No concerns.,Bibasal crepitations — improving. Abdomen soft.,Patient refusing medications at times,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",Complex social situation — POC to arrange,78,ok,120/81,ok,37.2,ok,100%,ok,15,ok,2,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",Latex — contact dermatitis,,,,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,"CXR: clear lung fields, no pneumothorax",Sinus bradycardia 48bpm,Blood cultures: Staph aureus — MSSA,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Fully mobile — independent,Home tomorrow if clinically stable overnight.,21/02/2026,,Transurethral resection prostate (TURP),02/02/2026,Day 15,P2b - Procedure can be deferred for up to 1 month,,UROLOGY|MRSA,Active,2026-02-17T13:38:03.425176,2026-02-17T13:38:03.425176,system
KCH0043,Mr Mark Jones,255 522 4340,11/07/1942,84 yrs,Male,Gynae Ward,Bay 4,Bed A,King's College Hospital,Mr Fraser,Dr Graham Patel,Medicine,Medicine,10/02/2026,DVT — anticoagulation,7,Surgery Admit,green,None,No,,Apixaban 2.5mg BD,Free fluids — progressing well,Mobilising well — physio goals met,HR 77 | BP 120/80 | Temp 36.8°C | O2 98% | RR 13 | NEWS 1,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,Chest drain removed day 2. Cannula only.,Port sites clean. Day 2 post-op. No concerns.,Chest clear. Mild abdominal tenderness — expected post-op.,Pressure area care — repositioning 2-hourly,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Awaiting scan result before discharge,77,ok,120/80,ok,36.8,ok,98%,ok,13,ok,1,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",NKDA,Omeprazole 40mg OD,6,22/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,"MRI spine: L4/5 disc prolapse, no cord compression",,,Lives with spouse. Fully independent pre-admission. No care package needed.,Mobilising with crutches NWB,Awaiting cardiology outpatient slot before discharge.,19/02/2026,Complete,DVT — anticoagulation,,,P4 - Elective,,MEDICINE,Active,2026-02-17T13:38:03.425215,2026-02-17T13:38:03.425215,system
KCH0044,Ms Carol Roberts,180 454 8247,10/12/1993,33 yrs,Female,Cardiac HDU,Bay 2,Bed C,King's College Hospital,Dr Mensah,Dr Sunita Boateng,Thoracic Surgery,Thoracic Surgery,08/02/2026,VATS lobectomy (lung Ca),9,Inpatient,amber,amber,No,,Tinzaparin 3500u SC daily,Low-sodium cardiac diet. Eating 80% meals,Non-weight bearing R leg. Hoist transfers,HR 83 | BP 139/83 | Temp 37.9°C | O2 94% | RR 16 | NEWS 6,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,Chest drain removed day 2. Cannula only.,Healing well. Sutures for removal day 10.,Chest clear. Abdomen soft. Calves non-tender.,Wound soaking dressings — concern re infection,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Family not yet informed of diagnosis,83,ok,139/83,ok,37.9,warn,94%,warn,16,ok,6,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Penicillin — rash,Amoxicillin 500mg TDS,4,18/02/2026,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,"CXR: cardiomegaly, upper lobe diversion",,,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Mobilising with frame,Complex social situation. Family meeting this week. Package of care to arrange.,27/02/2026,,VATS lobectomy (lung Ca),10/02/2026,Day 7,P4 - Elective,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,THORACIC SURGERY|MONITOR,Active,2026-02-17T13:38:03.425274,2026-02-17T13:38:03.425274,system
KCH0045,Mr Robert Green,993 396 1613,06/12/1935,91 yrs,Male,Gynae Ward,Bay 1,Bed C,King's College Hospital,Mr Adeyemi,Dr Pauline Nwosu,Cardiology,Cardiology,30/01/2026,NSTEMI,18,Surgery Admit,amber,amber,Yes,,Rivaroxaban 10mg OD,Diabetic diet. Good intake. HbA1c optimisation ongoing,"Mobilising with zimmer frame, physio BD",HR 96 | BP 131/64 | Temp 38.3°C | O2 96% | RR 18 | NEWS 3,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,No lines in situ.,Healing well. Sutures for removal day 10.,Chest clear. Abdomen soft. Calves non-tender.,"Night-time confusion, falls risk HIGH","Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Complex social situation — POC to arrange,96,warn,131/64,ok,38.3,warn,96%,ok,18,ok,3,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Codeine — nausea,Omeprazole 20mg OD,6,19/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,,Sinus tachycardia 104bpm,,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Wheelchair dependent,Nursing home placement in progress. Social worker involved.,02/03/2026,,NSTEMI,,,P2b - Procedure can be deferred for up to 1 month,MONITOR — wound concern. Erythema noted. TVN referral made.,CARDIOLOGY|MONITOR|DNACPR,Active,2026-02-17T13:38:03.425318,2026-02-17T13:38:03.425318,system
KCH0046,Ms Tracey Robinson,696 840 1187,11/05/1964,62 yrs,Female,Cardiac HDU,Bay 1,Bed A,King's College Hospital,Mr Thompson,Dr Patrick Johnson,Thoracic Surgery,Thoracic Surgery,04/02/2026,VATS lobectomy (lung Ca),13,Surgery Admit,amber,amber,Pending,Droplet,Rivaroxaban 10mg OD,Diabetic diet. Good intake. HbA1c optimisation ongoing,"Mobilising with zimmer frame, physio BD",HR 96 | BP 119/82 | Temp 37.2°C | O2 95% | RR 18 | NEWS 6,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,PICC line in situ. Arterial line R radial.,Wound clean and dry. Steristrips intact. NERDS 0.,Chest clear. Abdomen soft. Calves non-tender.,IDC in situ — monitoring UO. IV access secure,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Complex social situation — POC to arrange,96,warn,119/82,ok,37.2,ok,95%,ok,18,ok,6,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Codeine — nausea,Amoxicillin 500mg TDS,4,19/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,"CT abdomen: no free gas, no collection",Sinus bradycardia 48bpm,Wound swab: pending,Residential care home. POC already in place. Ready to return when medically fit.,Wheelchair dependent,Awaiting cardiology outpatient slot before discharge.,21/02/2026,Complete,VATS lobectomy (lung Ca),14/02/2026,Day 3,P4 - Elective,MONITOR — wound concern. Erythema noted. TVN referral made.,THORACIC SURGERY|MONITOR|DROPLET,Active,2026-02-17T13:38:03.425362,2026-02-17T13:38:03.425362,system
KCH0047,Mr Alan Owusu,556 928 1911,03/09/1936,90 yrs,Male,CCU,Bay 1,Bed D,King's College Hospital,Dr Gupta,Dr Patrick Agyei,Urology,Urology,16/02/2026,Transurethral resection prostate (TURP),1,Day Case,green,None,No,MRSA,Tinzaparin 3500u SC daily,Nutritional supplements BD — poor intake,Non-weight bearing R leg. Hoist transfers,HR 68 | BP 136/65 | Temp 37.1°C | O2 100% | RR 12 | NEWS 0,Hb 98↓ | WCC 14.2↑ | Plt 210 | Na 136 | K 4.1 | Cr 98 | eGFR 68 | CRP 54↑ | INR 1.1,No lines in situ.,Port sites clean. Day 2 post-op. No concerns.,Cognitively improved. Chest clear. Mobile.,Patient refusing medications at times,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Awaiting physio discharge assessment,68,ok,136/65,ok,37.1,ok,100%,ok,12,ok,0,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Sulphonamides — rash,Metronidazole 500mg TDS IV,6,18/02/2026,Hb 98↓ | WCC 14.2↑ | Plt 210 | Na 136 | K 4.1 | Cr 98 | eGFR 68 | CRP 54↑ | INR 1.1,CXR: bilateral basal atelectasis — improving,,,Residential care home. POC already in place. Ready to return when medically fit.,Walking with stick — improving,Discharge today if bloods acceptable. TTL with pharmacy.,22/02/2026,,Transurethral resection prostate (TURP),17/02/2026,Day 0,P4 - Elective,,UROLOGY|MRSA,Active,2026-02-17T13:38:03.425409,2026-02-17T13:38:03.425409,system
KCH0048,Mr Kwame Green,954 103 1372,24/04/1982,44 yrs,Male,Orthopaedic Ward,Bay 4,Bed D,King's College Hospital,Ms Robertson,Dr Frederick Robinson,Gastroenterology,Gastroenterology,02/02/2026,GI bleed (upper) — OGD + banding,15,Surgery Admit,urgent,escalate,No,CDiff,Enoxaparin 40mg SC daily,Free fluids — progressing well,Sit in chair twice daily. Sternal precautions,HR 111 | BP 74/48 | Temp 38.1°C | O2 93% | RR 23 | NEWS 7,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,No drains. Peripheral cannula in situ.,Wound — mild erythema 1cm. No exudate. Monitor.,Cool peripheries. JVP elevated. Bibasal creps.,Pressure area care — repositioning 2-hourly,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Family not yet informed of diagnosis,111,warn,74/48,bad,38.1,warn,93%,warn,23,warn,7,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Penicillin — anaphylaxis,Metronidazole 500mg TDS IV,10,18/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,CXR: bilateral basal atelectasis — improving,"AF rate 88bpm, no ST changes",Blood cultures: no growth at 48h,Lives with family. Good support network. Daughter is main carer.,Mobilising with crutches NWB,Home tomorrow if clinically stable overnight.,,,GI bleed (upper) — OGD + banding,,,P2b - Procedure can be deferred for up to 1 month,CRITICAL — haemodynamically unstable. NEWS 7. ICU review urgently.,GASTROENTEROLOGY|URGENT|CDIFF,Active,2026-02-17T13:38:03.425452,2026-02-17T13:38:03.425452,system
KCH0049,Mrs Janet Young,381 162 3869,14/05/1970,56 yrs,Female,Ward 4B,Bay 3,Bed D,King's College Hospital,Dr Ali,Dr Amina Harris,Cardiology,Cardiology,25/01/2026,Atrial fibrillation — rate control,23,Surgery Admit,amber,amber,No,Droplet,Contraindicated — haemorrhage risk,Free fluids — progressing well,Weight-bearing as tolerated with crutches,HR 93 | BP 126/64 | Temp 37.4°C | O2 94% | RR 22 | NEWS 6,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,IDC in situ — UO monitoring. IV cannula.,Sternal wound — staple line intact. Clean and dry.,Examination unremarkable. Improving.,Wound soaking dressings — concern re infection,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",No barriers identified,93,ok,126/64,ok,37.4,ok,94%,warn,22,warn,6,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Penicillin — anaphylaxis,,,,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"Echo: EF 30%↓, dilated LV. Urgent cardiology review",Sinus tachycardia 104bpm,Sputum: Strep pneumoniae — pen-sensitive,Lives with family. Good support network. Daughter is main carer.,Fully mobile — independent,Awaiting cardiology outpatient slot before discharge.,28/02/2026,,Atrial fibrillation — rate control,,,P1b - Urgent - Procedure needed within 72 hours,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,CARDIOLOGY|MONITOR|DROPLET,Active,2026-02-17T13:38:03.425501,2026-02-17T13:38:03.425501,system
KCH0050,Mr David Hall,717 140 2192,22/10/1950,76 yrs,Male,Gynae Ward,Bay 2,Bed D,King's College Hospital,Dr Chen,Dr Jennifer Young,General Surgery,General Surgery,16/02/2026,Perforated appendix — appendicectomy,1,Day Case,urgent,escalate,Yes,CDiff,Not indicated — fully mobile low risk,Soft/purée — thin fluids safe with chin tuck,Mobilising well — physio goals met,HR 129 | BP 76/43 | Temp 39.1°C | O2 91% | RR 25 | NEWS 12,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,No drains. Peripheral cannula in situ.,Healing well. Sutures for removal day 10.,Cognitively improved. Chest clear. Mobile.,Family very anxious — need update today,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",Family not yet informed of diagnosis,129,bad,76/43,bad,39.1,bad,91%,warn,25,warn,12,"Heparin infusion (ACS protocol)
Ticagrelor 90mg BD
Aspirin 75mg OD
GTN spray PRN
Furosemide 40mg IV",Penicillin — anaphylaxis,,,,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,"Echo: EF 45%, mild MR, no effusion",Sinus bradycardia 48bpm,MSU: ESBL E.coli — sensitive to meropenem,Lives with family. Good support network. Daughter is main carer.,Wheelchair dependent,Complex social situation. Family meeting this week. Package of care to arrange.,,,Perforated appendix — appendicectomy,16/02/2026,Day 1,P2a - Procedure can be deferred for up to 2 weeks,URGENT — sepsis suspected. Lactate elevated. Cultures pending. Sepsis 6 initiated.,GENERAL SURGERY|URGENT|DNACPR|CDIFF,Active,2026-02-17T13:38:03.425549,2026-02-17T13:38:03.425549,system
KCH0051,Mr Andrew Jones,693 837 7841,18/10/1965,61 yrs,Male,Cardiac HDU,Bay 4,Bed B,King's College Hospital,Mr Thompson,Dr Priya Nwosu,Thoracic Surgery,Thoracic Surgery,26/01/2026,Oesophagectomy,22,Day Case,green,None,No,,Enoxaparin 40mg SC daily,Free fluids — progressing well,"Mobilising with zimmer frame, physio BD",HR 68 | BP 134/80 | Temp 37.4°C | O2 99% | RR 15 | NEWS 0,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,Chest drain in situ — draining serosanguinous fluid.,Wound — mild erythema 1cm. No exudate. Monitor.,Chest clear. Abdomen soft. Calves non-tender.,IDC in situ — monitoring UO. IV access secure,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",No barriers identified,68,ok,134/80,ok,37.4,ok,99%,ok,15,ok,0,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Sulphonamides — rash,Omeprazole 20mg OD,3,19/02/2026,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,CT chest: no PE. Bilateral consolidation — improving,"Sinus rhythm 72bpm, normal axis, no ST changes",C.diff toxin: negative,Lives with family. Good support network. Daughter is main carer.,Fully mobile — independent,Home tomorrow if clinically stable overnight.,20/02/2026,,Oesophagectomy,05/02/2026,Day 12,P1b - Urgent - Procedure needed within 72 hours,,THORACIC SURGERY,Active,2026-02-17T13:38:03.425604,2026-02-17T13:38:03.425604,system
KCH0052,Mrs Sunita Jones,642 839 5501,01/01/1946,80 yrs,Female,Ward 4B,Bay 4,Bed B,King's College Hospital,Mr Harrington,Dr Mark Patel,Cardiology,Cardiology,12/02/2026,Permanent pacemaker implant,5,Day Case,green,None,No,,Enoxaparin 40mg SC daily,Soft/purée — thin fluids safe with chin tuck,"Fully mobile, no restrictions",HR 66 | BP 129/81 | Temp 36.5°C | O2 98% | RR 14 | NEWS 1,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,Chest drain in situ — draining serosanguinous fluid.,Wound clean and dry. Steristrips intact. NERDS 0.,Examination unremarkable. Improving.,"Night-time confusion, falls risk HIGH","Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Awaiting physio discharge assessment,66,ok,129/81,ok,36.5,ok,98%,ok,14,ok,1,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Codeine — nausea,Omeprazole 20mg OD,6,21/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,,"Normal sinus rhythm, LBBB — old",MSU: ESBL E.coli — sensitive to meropenem,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Bed-bound — hoist transfers,Discharge today if bloods acceptable. TTL with pharmacy.,20/02/2026,,Permanent pacemaker implant,13/02/2026,Day 4,P2b - Procedure can be deferred for up to 1 month,,CARDIOLOGY,Active,2026-02-17T13:38:03.425666,2026-02-17T13:38:03.425666,system
KCH0053,Mr Omar Williams,680 586 5441,07/12/1969,57 yrs,Male,Thoracic Ward,Bay 1,Bed B,King's College Hospital,Dr Mensah,Dr Mary Jones,Cardiac Surgery,Cardiac Surgery,10/02/2026,Aortic valve replacement,7,Day Case,amber,amber,Yes,,Enoxaparin 40mg SC daily,Nutritional supplements BD — poor intake,Non-weight bearing R leg. Hoist transfers,HR 104 | BP 125/62 | Temp 37.4°C | O2 97% | RR 17 | NEWS 6,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,No drains. Peripheral cannula in situ.,Healing well. Sutures for removal day 10.,Chest clear. Mild abdominal tenderness — expected post-op.,Compliant and motivated. Good progress,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",No barriers identified,104,warn,125/62,ok,37.4,ok,97%,ok,17,ok,6,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",NKDA,Metronidazole 500mg TDS IV,9,20/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,,"AF rate 88bpm, no ST changes",C.diff toxin: negative,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Wheelchair dependent,Awaiting cardiology outpatient slot before discharge.,21/02/2026,Complete,Aortic valve replacement,12/02/2026,Day 5,P2a - Procedure can be deferred for up to 2 weeks,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,CARDIAC SURGERY|MONITOR|DNACPR,Active,2026-02-17T13:38:03.425724,2026-02-17T13:38:03.425724,system
KCH0054,Miss Elizabeth Asante,402 917 5037,03/10/1950,76 yrs,Female,Medical Ward 3,Bay 2,Bed D,King's College Hospital,Dr Patel,Dr Susan Evans,Cardiac Surgery,Cardiac Surgery,14/02/2026,Aortic dissection type A repair,3,Surgery Admit,amber,amber,No,,Not indicated — fully mobile low risk,Nutritional supplements BD — poor intake,"Fully mobile, no restrictions",HR 89 | BP 128/71 | Temp 38.1°C | O2 93% | RR 17 | NEWS 2,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,Chest drain removed day 2. Cannula only.,Port sites clean. Day 2 post-op. No concerns.,Cognitively improved. Chest clear. Mobile.,Wound soaking dressings — concern re infection,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",Family not yet informed of diagnosis,89,ok,128/71,ok,38.1,warn,93%,warn,17,ok,2,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",NKDA,,,,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,"USS abdomen: gallstones, CBD 4mm — normal",,,Residential care home. POC already in place. Ready to return when medically fit.,Walking with stick — improving,Complex social situation. Family meeting this week. Package of care to arrange.,01/03/2026,Written,Aortic dissection type A repair,14/02/2026,Day 3,P4 - Elective,AMBER — NEWS 2. Increased monitoring. Senior review today.,CARDIAC SURGERY|MONITOR,Active,2026-02-17T13:38:03.425767,2026-02-17T13:38:03.425767,system
KCH0055,Mr Graham Young,164 271 8121,16/03/1964,62 yrs,Male,CCU,Bay 1,Bed C,King's College Hospital,Mr Adeyemi,Dr Ahmed Agyei,Thoracic Surgery,Thoracic Surgery,27/01/2026,Thoracotomy + decortication,21,Day Case,amber,amber,Pending,Contact,Contraindicated — haemorrhage risk,Free fluids — progressing well,Mobilising well — physio goals met,HR 95 | BP 138/79 | Temp 37.3°C | O2 93% | RR 17 | NEWS 4,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,Chest drain removed day 2. Cannula only.,Wound — mild erythema 1cm. No exudate. Monitor.,Cognitively improved. Chest clear. Mobile.,Family very anxious — need update today,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",Awaiting scan result before discharge,95,ok,138/79,ok,37.3,ok,93%,warn,17,ok,4,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",NKDA,,,,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,"MRI spine: L4/5 disc prolapse, no cord compression",,Blood cultures: Staph aureus — MSSA,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Mobilising with crutches NWB,Nursing home placement in progress. Social worker involved.,25/02/2026,Pharmacy,Thoracotomy + decortication,,,P4 - Elective,MONITOR — wound concern. Erythema noted. TVN referral made.,THORACIC SURGERY|MONITOR|CONTACT,Active,2026-02-17T13:38:03.425808,2026-02-17T13:38:03.425808,system
